movie_id,title,genres,year,tmdb_id,imdb_id,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,body,sentiment_score,weighted_rating
42,Dead Presidents (1995),Action|Crime|Drama,1995,11443,tt0112819,6.6,80,6.9,21960,depicts heist old bill retired circulation destined government money burn however broadly address issue black american involvement vietnam war subsequent disillusionment progress social issue civil right back home united state 1960s daring heist color count green money loss virginity hiding dumpster mercy killing armored truck crushed car  AlbertHughes LarenzTate KeithDavid ChrisTucker FreddyRodríguez  action crime drama,-0.9153,0.225839360929456
43,Restoration (1995),Drama,1995,35196,tt0114272,6.3,30,6.6,9418,aspiring young physician robert merivel found service king charles ii save life someone close king merivel join king court life high life provided someone position merivel ordered marry king mistress order divert queen suspicion given one order king fall love situation worsens merivel find love new wife eventually king find relief merivel position wealth fall grace leaf merivel first started travel reunion old friend rediscovers love true medicine really mean physician jealousy medicine fountain court wealth spaniel glove  MichaelHoffman RobertDowneyJr. MegRyan SamNeill DavidThewlis  drama,0.9818,-0.11426296575063442
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,9312,tt0113855,5.4,452,5.8,116628,nine generation evil sorcerer victorious handtohand battle mortal enemy win tenth mortal kombat tournament desolation evil reign multiverse forever save earth three warrior must overcome seemingly insurmountable odds inner demon superhuman foe actionadventure movie based one popular video game time nothing world prepared martial art monster island gore sorcerer tournament violence based video game hand hand combat  PaulW.S.Anderson ChristopherLambert RobinShou LindenAshby Cary-HiroyukiTagawa  action adventure fantasy,-0.8159,-1.2285327166246156
45,To Die For (1995),Comedy|Drama|Thriller,1995,577,tt0114681,6.7,177,6.8,47426,susan want work television therefore anything take even mean killing husband dark comedy independent director gu van sant brilliant nicole kidman leading role wanted little attention adultery winter obsession television new hampshire narcissistic personality disorder  GusVanSant NicoleKidman MattDillon JoaquinPhoenix CaseyAffleck  comedy drama thriller,-0.0,0.35668563420507626
46,How to Make an American Quilt (1995),Drama|Romance,1995,11861,tt0113347,6.5,38,6.3,11571,soontobewed graduate student finn dodd develops cold foot suspect fianc cheating order clear head finn visit grandmother hy great aunt glady joe cleary grasse calif finn learns hy glady joe member group passionate quilters course visit regaled tale love life woman collected rich experience much wisdom beauty pattern life wedding vow marriage proposal married couple monogamy advice marriage quilt love family holiday extramarital affair grandmother woman director  JocelynMoorhouse WinonaRyder AnneBancroft EllenBurstyn KateNelligan  drama romance,0.9846,0.09889256275232018
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,807,tt0114369,8.1,5915,8.6,1573597,two homicide detective desperate hunt serial killer whose crime based seven deadly sin dark haunting film take viewer tortured remains one victim next seasoned det sommerset research sin effort get inside killer mind novice partner mill scoff effort unravel case seven deadly sin seven way die selffulfilling prophecy detective swat drug dealer evisceration lust impulsiveness rage hate pride vanity immoderateness insomnia investigation pension police serial killer  DavidFincher BradPitt MorganFreeman GwynethPaltrow JohnC.McGinley  mystery thriller,-0.9934,2.105753483087719
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,10530,tt0114148,6.7,1509,6.7,182201,history come gloriously life disney epic animated tale love adventure new world pocahontas native american woman whose father arranged marry village best warrior vision tell change coming soon come face face form capt john smith american legend come life culture clash settler forbidden love colony musical gold rush princess romance native american animation virginia star crossed lover reference pizarro jamestown virginia pug dog cross cultural relationship musket animate tree indian chief based myth folklore 17th century shamanism song indian v settler animal sidekick powhatan land claim  MikeGabriel IreneBedard MelGibson DavidOgdenStiers JohnKassir  animation children drama musical romance,0.9834,0.3684360454565846
49,When Night Is Falling (1995),Drama|Romance,1995,8391,tt0114916,5.9,10,6.6,7018,prudish woman working tenure literacy professor large urban university find strangely attracted freespirited liberal woman work local carnival come town professor lgbt woman director  PatriciaRozema PascaleBussières RachaelCrawford HenryCzerny DonMcKellar  drama romance,0.6369,-0.41306250585903137
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995,629,tt0114814,8.1,3334,8.5,1055404,held la interrogation room verbal kint attempt convince fed mythic crime lord keyser soze exists also responsible drawing four partner multimillion dollar heist ended explosion san pedro harbor leaving survivor verbal lure interrogator incredible story crime lord almost supernatural prowess five criminal one line coincidence law relative theft criminal criminal mastermind hungarian sibling  BryanSinger StephenBaldwin GabrielByrne ChazzPalminteri KevinPollak  crime mystery thriller,-0.9382,2.104119059055285
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,11448,tt0113819,6.7,145,7.0,40034,lenny wife amanda adopt baby lenny realizes son genius becomes obsessed finding boy biological mother hope brilliant learns max mother linda ash kindhearted prostitute porn star lenny determined reform immoral lifestyle greek chorus chime relate plot greek mythology quirky comedy prostitute adoption adoptive father childlessness looking birth parent adoptive mother independent film illegal prostitution child  WoodyAllen WoodyAllen MiraSorvino HelenaBonhamCarter F.MurrayAbraham  comedy drama romance,0.8779,0.3538499832282977
53,Lamerica (1994),Adventure|Drama,1994,49133,tt0110299,7.7,11,7.5,2233,fiore italian conman arrives post communist albania gino young apprentice set shoe factory never open con requires native albanian designate spiro impoverished confused former political prisoner chairman board fiore return italy get government fund project spiro unexpectedly disappears gino set journey find search lead discover spiros tragic personal history witness albanian poverty firsthand independent film  GianniAmelio EnricoLoVerso MichelePlacido PiroMilkani CarmeloDiMazzarelli  adventure drama,-0.9042,1.037402265130017
54,"Big Green, The (1995)",Children|Comedy,1995,26441,tt0112499,5.2,41,5.5,10057,depressed texas town british foreign exchange teacher anna attempt inject life hopeless kid introducing soccer theyre terrible first anna footballhero assistant whip shape work overtime pair help kid build selfesteem also get involved solving family squabble biggest kick year sport kid family soccer woman director  HollyGoldbergSloan SteveGuttenberg Oliviad'Abo JayO.Sanders JohnTerry  children comedy,-0.4215,-1.313342336397418
55,Georgia (1995),Drama,1995,97406,tt0113158,6.1,15,6.5,3060,sadie look older sister georgia successful folk singer happily married child cant break barband circuit hit big time desperately covets part due attraction drug booze also unwise choice men finally though sadies achilles heel rough unlovely voice different sister crowdpleasing singing toughest act follow dream alcohol artist music drug band  UluGrosbard JenniferJasonLeigh MareWinningham TedLevine MaxPerlich  drama,0.7506,-0.2844925114373899
57,Home for the Holidays (1995),Drama,1995,9089,tt0113321,6.3,39,6.6,13154,losing job making soon exboss finding daughter plan spend thanksgiving boyfriend claudia larson face spending holiday family wonder survive crazy antic well every yearuntil get right baltimore thanksgiving family clan family conflict generation conflict woman director  JodieFoster HollyHunter RobertDowneyJr. AnneBancroft CharlesDurning  drama,-0.5859,-0.11671553240939918
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994,11010,tt0110877,7.6,181,7.8,35954,simple italian postman learns love poetry delivering mail famous poet u woo local beauty beatrice island letter postman fisherman poet  MichaelRadford PhilippeNoiret MassimoTroisi MariaGraziaCucinotta RenatoScarpa  comedy drama romance,0.9531,1.4394543513498923
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995,11359,tt0113419,5.9,136,6.0,28518,nineyearold boy get plastic indian cupboard birthday find involved adventure indian come life befriends cupboard game puppet parallel world toy come life  FrankOz HalScardino Litefoot LindsayCrouse RichardJenkins  adventure children fantasy,0.5574,-0.5996000221936668
61,Eye for an Eye (1996),Drama|Thriller,1996,17182,tt0116260,5.8,65,6.1,16194,fire brimstone time grieving mother karen mccann take justice hand kangaroo court los angeles fails convict robert doob monster raped murdered 17yearold daughter justice fails rape gun selfdefense grieving parent  JohnSchlesinger SallyField KieferSutherland EdHarris BeverlyD'Angelo  drama thriller,-0.9652,-0.6901038766882989
62,Mr. Holland's Opus (1995),Drama,1995,2054,tt0113862,6.9,115,7.3,38562,1965 passionate musician glenn holland take day job high school music teacher convinced small obstacle road true calling writing historic opus decade roll composition unwritten generation student inspired teaching holland must redefine life purpose life changed one changed composer mentor deafmute musical apprentice private life music disabled  StephenHerek RichardDreyfuss GlenneHeadly JayThomas OlympiaDukakis  drama,0.8625,0.5861673399430465
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,10607,tt0116126,6.2,192,6.6,54374,ashtray shawn wayans move south central la live father appears age grandmother like talk tough smoke reefer fall gangbanging cousin loc dog marlon wayans along requisite pistol uzi carry thermonuclear warhead selfdefense ashtray able keep living straight life finally movie prof justice always poetic jungle fever always pretty higher learning waste time date slang hiphop cousin parody hood gang social satire racism gangster  ParisBarclay ShawnWayans MarlonWayans TraceyCherelleJones ChrisSpencer  comedy crime,0.1531,-0.24475187742631216
64,Two if by Sea (1996),Comedy|Romance,1996,19760,tt0118002,4.5,14,5.2,5827,frank obrien petty thief 7yearlong girlfriend roz want put end unsteady lifestyle last job involves stealing valuable painting frank take roz island coast new england want sell painting also hope sagging relationship get positive push back everything go planned new comedy love laughter larceny island painting thief seasickness  BillBennett SandraBullock DenisLeary YaphetKotto StephenDillane  comedy romance,0.9313,-1.6842338102842787
65,Bio-Dome (1996),Comedy,1996,9536,tt0115683,4.4,110,4.3,27476,bud doyle two loser nothing life girlfriend actively involved saving environment two friend care le saving earth one day group scientist begin mission live inside biodome year without outside contact bud doyle mistakenly become part project bud doyle save world gonna save world bud doyle biotope vegetarian pollution  JasonBloom PaulyShore StephenBaldwin JoeyLaurenAdams TeresaHill  comedy,0.8289,-2.3630395946415073
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,11525,tt0116839,2.8,32,2.5,9562,jobe resuscitated jonathan walker want jobe create special computer chip would connect computer world one network walker would control use walker realize group teenage hacker stop plan god made simple science made god want revenge hacker virtual reality computer sword fight  FarhadMann PatrickBergin MattFrewer AustinO'Brien ElyPouget  action sci-fi thriller,0.2023,-3.792834368464564
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,4482,tt0113149,6.0,43,6.4,4937,learning husband infidelity housewife invite itinerant lesbian move none life ever love triangle southern france estate agent menage trois van woman director  JosianeBalasko VictoriaAbril JosianeBalasko AlainChabat TickyHolgado  comedy romance,0.5158,-0.44564567644106606
69,Friday (1995),Comedy,1995,10634,tt0113118,7.0,513,7.3,109997,craig smokey two guy los angeles hanging porch friday afternoon smoking drinking looking something lot go thursday saturday rap music parent child relationship rapper job  F.GaryGray IceCube ChrisTucker NiaLong TomListerJr.  comedy,0.3612,0.733566928568904
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,755,tt0116367,6.9,1644,7.2,305963,seth gecko younger brother richard run bloody bank robbery texas escape across border mexico homefree next morning pay local kingpin survive dusk till dawn rendezvous point turn hell strip joint one night stand freedom going hell night dancing brother brother relationship sexual obsession showdown sheriff eroticism nudity bank robber vampire holy water siege stripper priest explosion extreme violence bank robbery preacher hostage situation crucifix recreational vehicle blood spurting convenience store female vampire mexican american border nightclub entertainer boa constrictor  RobertRodriguez GeorgeClooney QuentinTarantino HarveyKeitel JulietteLewis  action comedy horror thriller,-0.9509,0.6159551922609169
71,Fair Game (1995),Action,1995,11859,tt0113010,4.1,54,4.3,12875,max kirkpatrick cop protects kate mcquean civil law attorney renegade kgb team terminate cop edge woman dangerous secret theyre bomb miami sex detective handcuff based novel hostage fbi kidnapping russian kgb chase sadism parking garage pizza police protection psychopath remake car crash conspiracy run fugitive shootout gunfight sadist foot chase police detective police station car chase held gunpoint fbi agent double cross cult film computer hacker machine gun swat team grenade launcher underwater scene rogue agent woman lawyer damsel distress  AndrewSipes WilliamBaldwin CindyCrawford StevenBerkoff ChristopherMcDonald  action,-0.9274,-2.5851562977138243
72,Kicking and Screaming (1995),Comedy|Drama,1995,28387,tt0113537,7.0,36,6.7,13357,college graduation grovers girlfriend jane tell moving prague study writing grover decline accompany deciding instead move several friend cant quite work inertia escape university pull nobody want make big decision would radically alter life yet none want end like chet professional student tends bar tenth year university study anxiety love company college  NoahBaumbach JoshHamilton Oliviad'Abo CarlosJacott EricStoltz  comedy drama,0.8643,0.6323280878352812
